Product Description	SKU	ASIN	Condition	Supplier	Price	Sales last 30 days (sales)	Sales last 30 days (units)	Total Inventory	Inbound Inventory	Available Inventory	Reserved - FC transfer	Reserved - FC processing	Reserved - Customer Order	Unfulfillable	Fulfilled by	Days of Supply	Instock Alert	Recommended Order Quantity	Recommended Order Date
Vollrath 47938 8-Quart Economy Mixing Bowl, Stainless Steel, silver	MCIXI01429NA01-FBA	B003A4EVN0	New	unassigned	13.20	12.01	1	481	0	479	2	0	0	0	Amazon	365+			
Nature's Bounty Milk Thistle 1000 mg, 50 Softgels (3 Pack)	R1NAT01947NA03-FBA	B01E4MY8NE	New	unassigned	28.48	3003.26	105	46	0	46	0	8	1	0	Amazon	12		39	11/19/2018
XyliMelts Discs for Dry Mouth 40 Mints (3 pack)	R1ORA00051NA03-dt	B01M7NAOL5	New	unassigned	24.90	24299.09	971	241	160	14	67	56	60	5	Amazon	5	low_stock	387	11/16/2018
Doctor Lip Bang's Lip Freak Lip Balm | All Natural Buzzing Lip Balm - Atomic Cherry, 0.15 oz	MCLIP22030NA01-FBA	B017KQVLFO	New	unassigned	5.88	235.79	39	181	0	181	0	4	0	0	Amazon	128		14	03/15/2019
Hot Focus Pop Nail Glitz - 3D Unicorn Nail Art Kit for Girls - 65 Piece Set Includes 3D Press on Nails, Nail Stickers, Nail File and Ring	MCPOP49373NA01-FBA	B07B65SXZL	New	unassigned	13.62	0.0	0	48	48	0	0	0	0	0	Amazon				
Bag Balm Vermont's Original 4.5 lb. Pail for Cracked Hands, Dry Skin, Moisturizing Lotion Salve	STBAG00143NA01	B000HHMAHC	New	unassigned	48.39	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Shea Moisture Kids Curl Butter Cream Coconut & Hibiscus 6 oz	MCSHE05035NA01-FBA	B00HWTAFUC	New	unassigned	10.81	0.0	0	108	0	108	0	0	0	0	Amazon	365+			
Allegra Adult 12 Hour Allergy Relief 12-Count Long-Lasting Fast-Acting Antihistamine for Noticeable Relief from Indoor and Outdoor Allergy Symptoms	STALL13128NA01	B0046XDXXS	New	unassigned	12.99	0.0	0	35	0	35	0	0	0	0	Amazon	365+			
Boiron Arsenicum Album 30C, 80 Pellets, Homeopathic Medicine for Food Poisoning	MCARS76131NA01-FBA	B005P0XNVI	New	unassigned	9.92	0.0	0	24	24	0	0	0	0	0	Amazon				
Boiron Single Remedies Arnica Montana 30C Approx 80 Pellets	MCARN75134NA01-FBA	B007LU5P0M	New	unassigned	9.92	0.0	0	48	48	0	0	0	0	0	Amazon				
Conair Tangle Blaster Cushion Brush	MCCON62617NA01-FBA	B01FIL52Y4	New	unassigned	8.91	0.0	0	47	0	47	0	0	0	0	Amazon	365+			
Advocate Pet Test Blood Glucose Monitoring System for Dogs/Cats PT-100	MCPET06026NA01-FBA	B00WM2FQTO	New	unassigned	19.32	324.12	18	4	0	4	0	0	0	0	Amazon	7	low_stock	6	11/16/2018
Reeses pinworm medicine full prescription strength liquid - 1 Oz	STREE18012NA01-dt	B002LF5OJY	New	unassigned	11.13	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	0	
Boiron Lachesis Mutus 30C (Pack of 5), Homeopathic Medicine for Hot Flashes	MCLAC14131NA05-FBA	B001G7QZXM	New	unassigned	38.64	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Novex Hair Care Brazilian Keratin Leave in Conditioner, 10.5 oz.	MCNOV02800NA01-FBA	B071SGX7Q6	New	unassigned	9.89	0.0	0	24	24	0	0	0	0	0	Amazon				
Anacin Tablets 300 Tablets (Pack of 3)	MCPAI00657NA03-dt	B01IAIAXHI	New	unassigned	44.95	89.9	2	22	0	22	0	0	0	0	Amazon	365+			
JOBST Relief 30-40 mmHg Compression Stockings, Thigh High with Silicone Band, Open Toe, Beige, X-Large	MCREL42070NA01-FBA	B00427DGPS	New	unassigned	49.95	1224.1	24	0	0	0	0	0	0	0	Amazon	0	out_of_stock	11	11/16/2018
Summers Eve Cleansing Wash 9 Ounce Delicate Blossom (266ml) (3 Pack)	MCDEL70398NA03-dt	B00UTKD436	New	unassigned	17.32	50.44	3	3	0	3	0	0	0	0	Amazon	27	low_stock	2	11/16/2018
Coloplast Sween Cream 12oz	311701002355	B000KB956E	New	unassigned	17.99	557.69	31	0	0	0	0	1	0	0	Amazon	0	out_of_stock	6	11/16/2018
Badger - Certified Organic Cuticle Care- Soothing Shea Butter - .75 oz. - 1 Pack	MCBDG31707NA01-FBA	B0018Z5R8G	New	unassigned	6.73	2760.42	408	0	0	0	0	2	0	0	Amazon	0	out_of_stock	189	11/16/2018
A.I.I. CLUBMAN Surgi-Care Wax Hair Remover for Face, 1 Ounce	7476482504	B000W6WVSG	New	unassigned	5.96	412.64	69	76	0	76	0	2	0	0	Amazon	34	low_stock	20	11/16/2018
Jobst Relief 20-30 Thigh High Open Toe Beige Compression Stockings with Silicone Band, Small	MCREL42001NA01-FBA	B0012XUR0M	New	unassigned	49.95	849.15	17	0	0	0	0	1	0	0	Amazon	0	out_of_stock	6	11/16/2018
Scunci Everyday and Active 3-Strand Braided Elastics , No Damage, Super Comfy, 3X Stronger (Assorted Colors) 3-PCS	MCSCU02416NA01-FBA	B0105ZD44I	New	unassigned	5.29	71.61	13	224	0	224	0	1	0	0	Amazon	365+			
Sundown Naturals Calcium plus Vitamin D3, 1200mg, Softgels 170 ea (Pack of 2)	MCNAN34389NA02-FBA	B001G8Y920	New	unassigned	28.74	531.36	18	40	1	39	0	0	0	0	Amazon	74		8	01/19/2019
Shea Moisture Raw Shea, Chamomile & Argan Oil Baby Healing Lotion, 8 Ounce	MCSHE01389NA01-FBA	B074K3PLC2	New	unassigned	11.20	458.15	41	135	0	135	0	3	0	0	Amazon	152		27	04/08/2019
Dr Tungs Smart Floss, 30 Yards - 6 per case.	MCDR 11215NA06-FBA2	B06XT5SS75	New	unassigned	21.41	0.0	0	88	0	65	23	2	0	0	Amazon	365+			
Badger Damascus Rose Face Oil - 1 fl oz Glass Bottle	MCBDG00604NA01-FBA	B0063NKM6K	New	unassigned	14.43	995.67	69	78	0	78	0	9	0	0	Amazon	35		30	12/12/2018
Hot Focus DIY Unicorn Notebook Kit - Decorate Your Own Journal Diary with 4 Scented Gel Pens, Scratch ‘N Sniff Unicorn Stickers and Stencils	MCSCE49427NA01-FBA	B075H3VHNZ	New	unassigned	14.97	44.39	3	9	0	5	4	1	3	0	Amazon	18		8	11/25/2018
Mack's Pillow Soft Earplugs White 6 Pairs (Pack of 3)	MCPIL00079NA03-FBA	B06X9CP3L2	New	unassigned	13.95	505.51	36	78	0	78	0	0	0	0	Amazon	75		9	01/20/2019
Nad's Natural Hair Removal Gel Kit, 6 Ounce	MCNAD03456NA01-FBA	B007AS4YSO	New	unassigned	14.72	782.66	53	2	0	2	0	3	0	0	Amazon	1	low_stock	14	11/16/2018
Shea Moisture African Black Soap Clarifying Mud Mask for Unisex, 6 Ounce	MCSHE70621NA01-dt	B01E0GTNH0	New	unassigned	17.78	0.0	0	48	0	23	25	0	0	0	Amazon				
Special pack of 6 Effergrip Effergrip Cream 2.5 Ounce	MCCRE10317NA06-FBA	B004GEXHKQ	New	unassigned	30.77	369.27	12	26	0	26	0	0	1	0	Amazon	42		5	12/19/2018
JOBST Sport Knee High 15-20 mmHg Compression Socks, Black/Cool Black, Large	MCJOB22716NA01-FBA	B01NAGVW6V	New	unassigned	38.32	952.34	25	41	0	30	11	0	1	0	Amazon	70		8	01/16/2019
Folic Acid 1000 mcg 1Vitamin 000 mcg 1000 Tabs	MCNBL12809NA01-FBA	B004KWI2SG	New	unassigned	18.15	148.99	8	110	0	110	0	0	0	0	Amazon	277		5	08/10/2019
Burt's Bees Baby Bee Original Shampoo & Wash 8 oz	MCBUR27991NA01-dt	B00EDXG4Z0	New	unassigned	7.99	69.68	8	176	62	114	0	0	0	0	Amazon	317		3	09/19/2019
Frogg Toggs All Sport Rain Suit, Royal Blue Jacket/Black Pants, Size Large	MCFRO44269NA01-FBA	B00CNSIZZO	New	unassigned	39.99	0.0	0	12	0	0	12	1	1	0	Amazon	365+			
Capri Essentials 832037 16 oz White Lavender Dish Soap	MCCAP20379NA01-FBA	B01I4MVPFY	New	unassigned	9.46	9.57	1	32	0	32	0	0	0	0	Amazon	365+			
JOBST Activewear 15-20 mmHg Knee High Compression Socks, Medium, Cool Black	R4JOB04849NA01-FBA	B004IV3AC2	New	unassigned	38.32	736.61	20	0	0	0	0	1	0	0	Amazon	0	out_of_stock	6	11/16/2018
Bob's Red Mill Organic Quick Cooking Steel Cut Oats, 22-ounce (Pack of 4)	MCOBS09609NA04-FBA	B008GZUXV2	New	unassigned	28.21	0.0	0	244	0	60	184	0	0	1	Amazon				
Stridex Pads, Maximum Strength, 55 ct	STSTR97015NA01	B000Q2HJJC	New	unassigned	7.19	562.45	78	158	30	128	0	0	0	0	Amazon	132		5	01/08/2019
Dermend Moisturizing Bruise Formula Cream, 4.5 Oz by Ferndale	304960580146	B00BWTKA94	New	unassigned	27.97	860.28	31	11	0	0	11	1	1	0	Amazon	12	low_stock	11	11/16/2018
BI00231 - Bsn Jobst Coverlet Fabric Adhesive Bandage Strip 1" x 3",100 Strips/pieces	V1COV00231NA01	B0057JFRFW	New	unassigned	7.99	695.13	87	0	0	0	0	1	0	0	Amazon	0	out_of_stock	27	11/16/2018
Fairy Tales Rosemary Repel Daily Kid Conditioner for Lice Prevention - 32 oz	STROS03756NA01	B001NQIPMU	New	unassigned	21.95	4360.39	194	92	3	83	6	7	18	0	Amazon	13	low_stock	86	11/16/2018
Dr. Tung's Tongue Cleaner, Stainless Steel (colors may vary)	MCDR 11219NA01-FBA	B00064JGBO	New	unassigned	7.30	65.7	9	528	6	522	0	6	1	0	Amazon	365+			
MCK12012300 - Impregnated Swabstick Sponge Tip Plastic Shaft	V2NAN20126NA01	B009UKXP6M	New	unassigned	8.60	1483.65	173	80	80	0	0	1	0	40	Amazon	12	low_stock	74	11/16/2018
Burt's Bees Natural Acne Solutions Clarifying Toner, Face Toner for Oily Skin, 5 Ounces	MCBUR04504NA01-dt	B003KWZ8VG	New	unassigned	12.38	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Stacker 3 XPLC- Extreme Performance Formula | Burn Body Fat, Boost Energy & Kickstart Metabolism (80-Count Bottle)	STSTA02445NA01	B0075JT1HM	New	unassigned	16.45	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	0	
Emergen-C Vitamin C Tangerine Flavored Drink Mix 30 Packets, 0.33 oz	STEME02024NA01	B00B8YQLIC	New	unassigned	15.15	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Hydrogen Peroxide Antiseptic Solution 16 Oz	V2NAN07107NA01	B000GUP7KW	New	unassigned	9.28	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	0	
Hot Focus 77+ Rainbow Unicorn Glow in the Dark Kids Nail Art Kit–Nail Polish, Nail File, Glow in the Dark Stickers and Patches and Manicure Stick-Perfect Manicure Pedicure Birthday Girl Gift Idea	MCMAG49380NA01-FBA	B07DFSJ277	New	unassigned	13.39	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Dentek Dentek Slim Brush Cleaners, 32 each (Pack of 3)	MCSLI02247NA03-FBA	B00E4MND36	New	unassigned	14.99	0.0	0	24	24	0	0	0	0	0	Amazon				
Gold Bond Medicated Body Powder, Original Strength, 4 oz	STGOL10402NA01	B0014E8238	New	unassigned	10.92	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Bob's Red Mill Gluten Free Oatmeal Cup, Classic with Flax & Chia, 1.81-ounce (Pack of 12)	MCOBS21847NA12-FBA	B013AX5WUQ	New	unassigned	36.14	0.0	0	100	100	0	0	0	0	0	Amazon				
BlisterZone MedZone Skin Protectant – Foot Blister Gel – Anti-Chafe Foot Blister Protectant - 1/8 oz (3.5gm) 5 Count Box	STMED11120NA01-dt	B01N02B2QW	New	unassigned	8.97	26.54	3	0	0	0	0	0	0	0	Amazon	0	out_of_stock	3	11/16/2018
BSN Medical/Jobst H2444 Activa Men's Patterned Casual Sock, Knee High, 15-20 mmHg, Navy, X-Large, Pair	R4FLA41851NA01-FBA	B071H38VZ7	New	unassigned	16.99	0.0	0	24	0	24	0	0	0	0	Amazon	365+			
Phazyme Gas and Acid Relief Chewable, 250 mg - 24 ct, Pack of 3	MCMAX05073NA03-FBA	B074KN4C2S	New	unassigned	28.99	318.89	11	20	0	20	0	0	0	0	Amazon	65		3	01/06/2019
Australian Gold Moist Lock Tan Extender 16 Ounce Pump (473ml) (2 Pack)	MCMOI50433NA02-FBA	B004PJ96QQ	New	unassigned	23.00	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	0	
JOBST Travel Compression Socks, 15-20 mmHg, Knee High, Size 2, Beige	MCJOB01302NA01-FBA	B072KWK2ZC	New	unassigned	19.71	0.0	0	23	0	23	0	0	0	0	Amazon	365+			
Boiron Ignatia Amara 30C, Homeopathic Medicine for Stress (Pack of 5)	MCIGN84137NA05-FBA	B001G7QZUA	New	unassigned	38.64	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Dr. Tung's Smart Floss, 30 yds, Natural Cardamom Flavor 1 ea Colors May Vary (Pack of 12)	MCDR 11215NA12-FBA	B002S4JP5C	New	unassigned	36.00	0.0	0	24	0	19	5	0	0	0	Amazon	365+			
Mosco One-Step Medicated Corn Remover Pads | Maximum Strength | 8-Count per Pack | 1-Pack	MCCOR50065NA01-dt	B002SEQTXS	New	unassigned	8.08	31.5	5	56	0	56	0	0	0	0	Amazon	345		0	
Opti-Free Replenish Multi-Purpose Disinfecting Solution, Carry On Size, 2-Fluid Ounce Bottles (Pack of 3)	R1OPT35638NA03-FBA	B01IAI6CPK	New	unassigned	13.11	224.2	17	0	0	0	0	0	0	0	Amazon	0	out_of_stock	6	11/16/2018
MEA06324 - Mead Five Star Notebook	MCFIV63247NA01-FBA	B00THPYLT0	New	unassigned	16.14	0.0	0	24	0	21	3	0	0	0	Amazon	365+			
PlusPharma Magnesium Oxide 400mg, 120 Tablets Essential Mineral	STPLU00293NA01	B001UWVIT4	New	unassigned	5.40	179.9	33	89	0	89	0	0	0	0	Amazon	91		14	01/07/2019
SheaMoisture Marshmallow Root & Blueberries Kids 2-in-1 Detangling Leave-in Conditioner, 8 fl oz	MCSHE02225NA01-FBA	B0727YR9L8	New	unassigned	11.28	395.15	35	168	27	141	0	0	0	0	Amazon	152		11	04/06/2019
Frogg Toggs Chilly Pad Cooling Towel, Hivis Orange, Size 33" x 13"	MCFRO08827NA01-FBA	B002JANZCE	New	unassigned	10.99	0.0	0	31	0	31	0	0	0	0	Amazon	365+			
Dentek Wide Brush 16's	MCEAS02582NA01-dt	B00CMPXF8U	New	unassigned	7.92	23.2	4	30	0	30	0	0	0	0	Amazon	111		0	
The Doctor's Orapik Traveler Interdental Pick | Assorted Colors | 2-Count per Pack | 1-Pack	MCTWI00018NA01-dt	B000YLC80U	New	unassigned	5.68	137.12	27	318	0	318	0	0	1	0	Amazon	260		11	04/23/2019
Baza Moisture Barrier Antifungal Cream 5oz	311701045147	B0011DQMHA	New	unassigned	13.98	2698.14	193	54	54	0	0	0	0	0	Amazon	11	low_stock	53	11/16/2018
Scunci Effortless Beauty Basic Jaw Clips, Assorted Colors, 3-Count	MCSCU62673NA01-FBA	B001G9APMC	New	unassigned	5.24	51.52	8	136	0	136	0	0	0	0	Amazon	365+			
Shea Moisture Kids Extra-Moisturizer Detangler, Coconut & Hibiscus, multi, 8 Ounce	MCSHE05028NA01-FBA	B00DZGA1H8	New	unassigned	10.90	490.2	45	0	0	0	0	0	0	2	Amazon	0	out_of_stock	35	11/16/2018
Burt's Bees Burt's Bees Natural Throat Drops Honey and Lemon - 20 Drops, 20 Count	MCBUR14428NA01-FBA	B005JVHAK8	New	unassigned	4.90	284.2	58	0	0	0	0	0	0	0	Amazon	0	out_of_stock	21	11/16/2018
FreeStyle Lite, Blood Glucose Monitoring System - 1 ea	V1FRE70805NA01-FBA	B001946SKM	New	unassigned	22.74	68.47	3	182	0	182	0	0	0	1	Amazon	187		3	05/11/2019
Efferdent Guard Crystals Size 24ct Efferdent Guard Crystals Fresh 24ct	MCFRE14629NA01-FBA	B00JGIFFOI	New	unassigned	8.99	162.9	18	72	0	72	0	3	0	0	Amazon	190		5	05/14/2019
Fenix Flashlights FX-PD35TAC Flashlight, 1000 Lumen, Black	MCFEN03178NA01-FBA	B010ESCLHW	New	unassigned	60.00	788.51	13	60	60	0	0	0	0	2	Amazon	138		3	03/23/2019
Oxygen Tubing Swivel Connector, Swivel Connector 1220, 1 pack	V2NAN01130NA01	B00J5QZDHK	New	unassigned	5.40	0.0	0	1	0	1	0	0	0	0	Amazon	86		0	
Scunci Headwrap Visor Assorted, 1 Count	MCSCU01310NA01-FBA	B01M6BA1U5	New	unassigned	8.35	53.38	5	39	0	39	0	0	0	0	Amazon	365+			
Nature Made CholestOff, 60 Caplets	STNAT12861NA01	B0013XPOTU	New	unassigned	13.44	421.69	35	0	0	0	0	0	0	0	Amazon	0	out_of_stock	9	11/16/2018
Easy Hold Nail Clipper, 1.17 Ounce	V2NAN32880NA01	B000LLWUOW	New	unassigned	4.89	356.12	87	117	117	0	0	0	0	0	Amazon	109		5	01/26/2019
Plackers Gentleslide Flosser, 90-Count (PACK OF 3)	MCPLA64516NA03-FBA	B00IXPS0BU	New	unassigned	9.91	277.48	28	0	0	0	0	1	0	0	Amazon	0	out_of_stock	11	11/16/2018
Caldesene Corn Starch Powder - 5 oz	MCBAB63055NA01-dt	B0015X9VHO	New	unassigned	9.22	622.5	83	143	3	140	0	0	0	0	Amazon	104		9	11/19/2018
JOBST Relief 20-30 mmHg Compression Socks, Thigh High with Silicone Band, Beige, X-Large	MCJOB42117NA01-FBA	B0012XUQYO	New	unassigned	49.95	199.8	4	17	0	17	0	2	1	0	Amazon	160		2	04/15/2019
Novex Brazilian Keratin Deep Conditioning Hair Mask (7.4oz) Deep Conditioning Hair Treatment with Vitamin E & Brazilian Keratin (Keratina Brasilera) Repairs & Restores Smoothness to Dry Damaged Hair	MCNOV02558NA01-FBA	B01MTPJVEO	New	unassigned	9.50	0.0	0	24	0	0	24	0	0	0	Amazon				
Powerstep Pinnacle Adult's Insole Blue Men's 11-11.5, Women's 13-13.5	MCPOW00956NA01-FBA	B001334X8S	New	unassigned	27.79	112.6	4	41	0	41	0	2	0	0	Amazon	328		0	
JOBST Relief 20-30 mmHg Compression Socks, Thigh High with Silicone Band, Black, Small	MCREL42124NA01-FBA	B001O1H88G	New	unassigned	49.95	51.83	1	24	0	24	0	0	1	0	Amazon	365+			
Hot Focus Scented Nail Art Kit - Fruit Girls Nail Kit Includes 12 Press on Nails, 3 Nail Polishes, 31 Nail Stickers and a Nail File – Non-Toxic Water Based Peel Off Nail Polish	MCSCE19536NA01-FBA	B075RPZZ53	New	unassigned	10.99	0.0	0	47	0	47	0	0	0	0	Amazon				
Mack's Slim Fit Soft Foam Earplugs, 10 Pair - Small Ear Plugs for Sleeping, Snoring, Traveling, Concerts, Shooting Sports and Power Tools	MCSLI00918NA01-FBA	B008MDVSWG	New	unassigned	6.24	674.02	108	160	0	160	0	0	0	0	Amazon	31		63	12/08/2018
Macks shut-eye shade premium sleep mask	MCSHU00703NA01-FBA	B00006D2R7	New	unassigned	8.21	17.18	2	70	0	70	0	0	0	0	Amazon	365+			
Bsn Med/-Beiersdorf/Jobst Armsleeve with Silicone Band, Small Beige, 0.16 Pound	MCJOB13349NA01-FBA	B0012Y0ICS	New	unassigned	61.94	227.4	4	19	0	19	0	0	0	1	Amazon	132		2	03/18/2019
JOBST Sport Knee High 20-30 mmHg Compression Socks, Black/Cool Black, Large	MCJOB22754NA01-FBA	B071D6S4XH	New	unassigned	65.92	1581.57	24	0	0	0	0	0	0	0	Amazon	0	out_of_stock	6	11/16/2018
Burt's Bees Res-Q Ointment 0.6 oz(pack of 2)	MCBUR75992NA02-FBA	B000I8VZCG	New	unassigned	18.04	16.62	1	188	0	78	110	1	2	0	Amazon	365+			
JOBST Travel Compression Socks, 15-20 mmHg, Knee High, Size 3, Black	MCJOB12984NA01-FBA	B00VS47SO8	New	unassigned	19.06	76.24	4	18	0	18	0	0	2	0	Amazon	82		2	01/28/2019
Hidden Valley Dips Mix, Fiesta Ranch 1.1 Oz Packets (Pack of 6)	MCIXD06704NA06-FBA	B00H0JN68M	New	unassigned	11.49	45.96	4	20	0	20	0	2	1	0	Amazon	83		3	01/29/2019
EnerPlex Packr Executive Solar Powered Backpack (PREXECGY)	STNAN02018NA01	B00V0ZB8D2	New	unassigned	20.99	732.65	35	282	120	161	1	0	0	0	Amazon	325		8	08/31/2019
Plackers Orthopick Flosser for Braces - 36 count (pack of 2)	MCPLA66518NA02-FBA	B07763SWMH	New	unassigned	7.60	159.84	21	0	0	0	0	2	0	0	Amazon	0	out_of_stock	15	11/16/2018
JOBST Activewear Compression Socks, 15-20 mmHg, Knee High, Medium, White	MCJOB10480NA01-FBA	B004IV8X92	New	unassigned	38.32	408.34	11	11	0	9	2	0	2	0	Amazon	46		3	12/23/2018
Bob's Red Mill Whole White Popcorn, 27-ounce (Pack of 4) (Package May Vary)	MCOBS02952NA04-FBA	B004VLV6ES	New	unassigned	21.56	0.0	0	335	9	110	216	5	0	1	Amazon	365+			
Neilmed Sinus Rinse Extra Strength Hypertonic 70 Packets	STSIN04009NA01	B000GG5OUY	New	unassigned	15.54	93.24	6	34	0	34	0	3	0	0	Amazon	113		5	02/28/2019
Scunci Elastic Braid Up, Large, 0.3 Ounce	MCSCU80435NA01-FBA	B003EB8QWQ	New	unassigned	7.83	1742.45	213	554	0	554	0	7	3	0	Amazon	81		72	01/27/2019
Gold Bond Rapid Relief Anti Itch Cream, 2 oz	STGOL50125NA01	B000GGL2JQ	New	unassigned	8.99	282.7	33	60	0	60	0	1	0	0	Amazon	27	low_stock	9	11/16/2018
Gaviscon Antacid, Extra Strength, Cherry, Chewable Tablets, 100 chewable tablets (Pack of 2)	MCCHE73259NA02-FBA2	B001G7QH44	New	unassigned	23.71	4618.83	193	129	2	125	2	9	2	0	Amazon	18		80	11/25/2018
Conair French Twist Perfect Up do Clip Set	MCCON55700NA01-FBA	B004ROOT8Y	New	unassigned	6.20	468.07	60	251	1	250	0	2	0	0	Amazon	316		6	09/19/2019
Band-Aid Hydro Seal, 6 Large Bandages Per Box (Pack of 2)	MCLAR74010NA02-FBA	B079TJFKNM	New	unassigned	12.77	141.66	11	13	0	13	0	2	2	0	Amazon	52		3	12/29/2018
Doctor Lip Bang's Lip Freak Lip Balm | All Natural Buzzing Lip Balm - Sin-O-Mint, 0.15 oz	MCLIP22054NA01-FBA	B01GMT01ZG	New	unassigned	6.48	733.83	114	80	0	80	0	9	0	0	Amazon	19		75	11/26/2018
Everyone 3-in-1 Soap for Every Kid Safe, Gentle and Natural Shampoo, Body Wash, and Bubble Bath, Tropical Coconut Twist	MCEVE20031NA01-FBA	B00ADJEU4K	New	unassigned	12.00	12.0	1	24	0	23	1	0	1	0	Amazon	354			
DHS Tar Shampoo, 8 Fluid Ounce	300960737085	B000GD037G	New	unassigned	13.34	3726.08	280	287	229	58	0	29	1	2	Amazon	28	low_stock	93	11/16/2018
Frogg Toggs All Sport Rain Suit, Royal Blue Jacket/Black Pants, Size X-Large	MCFRO44276NA01-FBA	B00G5D62MG	New	unassigned	38.78	0.0	0	7	1	0	6	1	8	0	Amazon				
Williams Mug Shaving Soap, 3 Count	V1WIL23033NA03	B004AI9234	New	unassigned	6.20	1706.48	274	93	6	87	0	30	2	0	Amazon	9	low_stock	99	11/16/2018
Bayer Chewable Aspirin Low Dose 81mg Orange Flavor 36 count	STBAY31057NA01	B000052WNX	New	unassigned	9.98	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	0	
Capri Essentials 832070 Lemon Verbena All Purpose Cleaner	MCCAP20706NA01-FBA	B01I4MVNT2	New	unassigned	12.29	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Maui Babe Tanning and Browning Lotion 8 Ounces (Pack of 2)	MCMAU00067NA02	B000OFD8AK	New	unassigned	28.23	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Dex4 Fast Acting Glucose Gel Fruit Punch, 6 - 1.2 oz Pouches	MCDEX10688NA01-FBA	B01E5TD10W	New	unassigned	10.32	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Bob's Red Mill Organic Quick Cooking Rolled Oats Oatmeal, 32-ounce (Pack of 4)	MCOBS19530NA04-FBA	B004VLVO7C	New	unassigned	40.41	0.0	0	168	168	0	0	0	0	0	Amazon				
Lubriderm Fragrance Free Daily Moisture Lotion, 1 Ounce - 72 per case.	MCLUB88816NA72-FBA	B00466EKZU	New	unassigned	104.34	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Alka-Seltzer Effervescent Gold - 36 Tablets, Pack of 2	R4ALK66755NA02-FBA	B073V394WK	New	unassigned	13.64	0.0	0	0	0	0	0	1	0	0	Amazon	0	out_of_stock	3	11/16/2018
JOBST forMen Casual 15-20 mmHg Knee High Compression Socks, Khaki, Medium	MCJOB31098NA01-FBA	B00VS40K2A	New	unassigned	38.32	72.84	2	22	0	22	0	0	0	0	Amazon	259		0	
Everyone Body Lotion, Unscented, 32 Ounce	MCEVE20383NA01-FBA	B00CWEB7VI	New	unassigned	14.37	0.0	0	59	0	57	2	0	0	0	Amazon	365+			
Sulfur8 Loc Twist and Braid Medicated Scalp Solution, 2.5 Ounce	MCLOC62104NA01-FBA	B001R226JS	New	unassigned	9.09	0.0	0	48	48	0	0	0	0	0	Amazon				
Clean & Clear Continuous Control Acne Facial Cleanser with Benzoyl Peroxide Acne Medication, Daily Acne Face Wash with Mineral Oil & Menthol for Acne Prone Skin, 5 oz.	MCCON32892NA01-FBA	B005LGBTW6	New	unassigned	8.99	36.4	4	114	0	114	0	0	0	0	Amazon	365+			
Neutrogena Oil-Free Acne Wash Cream Cleanser, 6.7 Fluid Ounce	MCILF28308NA01-FBA	B00H3R4JK0	New	unassigned	10.50	30.97	3	92	0	92	0	0	0	1	Amazon	365+			
Cetaphil Redness Control Daily Foaming Face Wash, 8.0 Fluid Ounce	R4CET89083NA01-FBA	B01MG4OX6Q	New	unassigned	14.42	0.0	0	140	140	0	0	0	0	0	Amazon				
Fleet Mineral Oil Enema, Latex Free - 4.5 fl oz	STFLE01403NA01-dt	B000052Y4P	New	unassigned	6.90	5.7	1	21	0	21	0	0	0	0	Amazon	94	low_stock	0	
Nt Calcium 1200mg + D3 Bn Size 100+2 Nt Calcium 1200mg + D3 50000iu Bonus Softgel 100+20ct	V3CAL00672NA01	B01G9BG72S	New	unassigned	14.41	0.0	0	24	0	24	0	0	0	0	Amazon	365+			
Reach Mint Waxed Dental Floss, 55 Yards	STREA92179NA01	B0009Q63W4	New	unassigned	5.37	0.0	0	0	0	0	0	1	0	0	Amazon	0	out_of_stock	0	
Dentek 3 In 1 Interdental Cleaner | Floss, Brush, and Pick | 16 Count with Travel Pouch	MC3 I11840NA01-dt	B079H4M54C	New	unassigned	6.39	0.0	0	0	0	0	0	32	0	0	Amazon	0	out_of_stock	0	
Avocado Butter Pre-Shampoo HairTreatment Burt's Bees 4 oz Cream	MCBUR84995NA01-dt	B000WZNJRE	New	unassigned	9.43	487.33	50	184	12	172	0	0	0	0	Amazon	135		9	11/21/2018
Everyone Hair Gel, Style	MCEVE22622NA01-FBA	B0748JT5SL	New	unassigned	8.18	16.83	2	34	0	34	0	0	0	0	Amazon	365+			
