Product Description	SKU	ASIN	Condition	Supplier	Price	Sales last 30 days (sales)	Sales last 30 days (units)	Total Inventory	Inbound Inventory	Available Inventory	Reserved - FC transfer	Reserved - FC processing	Reserved - Customer Order	Unfulfillable	Fulfilled by	Days of Supply	Instock Alert	Recommended Order Quantity	Recommended Order Date
SenzAway Tooth Desensitizing Gel	010705400456	B00AQXD2HO	New	unassigned	6.80	748.44	108	0	0	0	0	0	0	0	Amazon	0	out_of_stock	27	11/16/2018
Tinactin Antifungal Liquid Spray 5.3 Oz	V1TIN41005NA01	B000XB4NLS	New	unassigned	10.80	43.2	4	6	6	0	0	0	0	0	Amazon	5	low_stock	12	11/16/2018
Sambucol Black Elderberry Cold & Flu Relief Tablets 30 Count, Homeopathic Remedy for Temporary Relief of Cold and Flu-like Symptoms	9611600150	B001ES8GGC	New	unassigned	9.80	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	0	
Fleet Adult Glycerin Suppositories, 24 Count	STFLE79241NA01-dt	B000GCLQH8	New	unassigned	6.55	5.3	1	9	0	9	0	0	0	0	Amazon	75	low_stock	0	
JOBST Travel Compression Socks, 15-20 mmHg, Knee High, Size 3, Beige	MCJOB13035NA01-FBA	B00VS47U00	New	unassigned	19.46	59.64	3	20	0	20	0	0	0	0	Amazon	185		2	05/09/2019
Milk and Honey Body Lotion, 6 oz	MCBUR06621NA01-dt	B00LPBYOAU	New	unassigned	9.00	45.0	5	14	0	14	0	0	0	0	Amazon	85	low_stock	2	11/16/2018
JOBST Sport Knee High 15-20 mmHg Compression Socks, Black/Grey, Large	MCJOB01312NA01-FBA	B01C5PA2CS	New	unassigned	38.32	752.4	20	0	0	0	0	0	0	1	Amazon	0	out_of_stock	5	11/16/2018
JOBST soSoft 20-30 mmHg Knee High Compression Socks, Ribbed Pattern, Sand, Large	MCJOB07904NA01-FBA	B071H3RMQG	New	unassigned	65.92	0.0	0	60	0	52	8	0	0	0	Amazon				
JOBST Sport Knee High 15-20 mmHg Compression Socks, White/Grey, X-Large	MCJOB01391NA01-FBA	B00EKPP1SC	New	unassigned	38.32	807.33	21	2	0	2	0	0	0	0	Amazon	2	low_stock	21	11/16/2018
Macks Moldable Silicone Ear Plugs, Kids Size, 6 Pair (Pack of 6)	MCPIL00109NA06-FBA	B000KOOIBS	New	unassigned	14.99	359.76	24	0	0	0	0	0	0	0	Amazon	0	out_of_stock	3	11/16/2018
Ben's 30% DEET Mosquito, Tick and Insect Repellent, 3.4 Ounce Pump	MCBEN70883NA01-FBA	B00F8AMY92	New	unassigned	7.00	133.0	19	299	144	155	0	0	0	0	Amazon	185		14	05/09/2019
Sundown Naturals Magnesium, 500 mg (180 Coated Caplets) Mineral Supplement, Meets Daily Recommended Intake	3076830173	B0045EHZNC	New	unassigned	9.70	485.0	50	60	60	0	0	0	0	0	Amazon	33	low_stock	14	11/16/2018
Neutrogena Sheer Oil-Lotion, Skin-Silkening Moisturizer 8.50 oz (Pack of 3)	MCHEE17205NA03-FBA	B00E4MOHUE	New	unassigned	22.10	22.1	1	72	0	70	2	0	0	0	Amazon	365+			
Dristan Nasal Decongestant, 12-Hr Nasal Spray, .5 oz.	STDRI91202NA01	B0000VLYDQ	New	unassigned	8.99	0.0	0	0	0	0	0	3	0	0	Amazon	0	out_of_stock	0	
JOBST Sport Knee High 15-20 mmHg Compression Socks, Black/Cool Black, Medium	MCJOB22709NA01-FBA	B01N2RLK80	New	unassigned	38.32	680.22	18	48	48	0	0	0	0	3	Amazon	78		5	01/23/2019
Gold Bond Anti Itch Lotion 5.5 Ounce, Bottles (Pack of 4)	STGOL50606NA04	B004X8KMU8	New	unassigned	36.10	2710.16	70	0	0	0	0	0	0	0	Amazon	0	out_of_stock	26	11/16/2018
Trojan Condoms, Pleasures, Extended Climax Control, Lubricant, Latex - 12 ct, Pack of 3	MCTRO72525NA03-dt	B074KN74TP	New	unassigned	25.21	1109.24	44	0	0	0	0	0	0	0	Amazon	0	out_of_stock	11	11/16/2018
Burt's Bees Garden Tomato Toner, Skin Toner for Oily Skin, 8 Ounces	MCBUR15999NA01-dt	B002DPUY6A	New	unassigned	16.66	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Crayola Bathtub Crayons 9 Count (2 Pack)	MCCRA42238NA02-FBA	B06XD828HH	New	unassigned	12.41	459.17	37	93	93	0	0	0	0	0	Amazon	118		9	03/03/2019
Carmex Comfort Care Colloidal Oatmeal Lip Balm, Mixed Berry .15oz (Pack of 3)	STCAR07164NA03	B01M62LX2B	New	unassigned	8.64	298.08	36	0	0	0	0	0	0	1	Amazon	0	out_of_stock	9	11/16/2018
Shea Moisture Sacha Inchi Oil Omega 3, 6, 9 Resue + Repair Curl Defining Smoothie 12 oz	MCSHE63098NA01-FBA	B01MZCNDAY	New	unassigned	15.99	95.94	6	0	0	0	0	0	0	0	Amazon	0	out_of_stock	18	11/16/2018
Lunaguard Nighttime Dental Protector, 1 ea	MCLUN10306NA01-FBA	B0167J322U	New	unassigned	25.81	186.99	7	0	0	0	0	2	11	0	Amazon	0	out_of_stock	5	11/16/2018
Coast 8-Bar Soap Classic Scent/Original 4 Ounce	1655901197	B00C67SFN4	New	unassigned	11.29	78.14	7	0	0	0	0	0	2	0	Amazon	0	out_of_stock	2	11/16/2018
Frogg Toggs Men's Waterproof Ultra-Lite2 Suit, Forest Green, M	MCFRO40292NA01-FBA	B012E45XOW	New	unassigned	24.60	0.0	0	24	0	15	9	0	0	0	Amazon	365+			
Benadryl Extra Strength Itch Stopping Gel 3.5 oz (Pack of 2)	MCITC71571NA02-FBA	B01IAIPCEW	New	unassigned	14.17	376.46	26	0	0	0	0	3	0	0	Amazon	0	out_of_stock	12	11/16/2018
Bsn Med/-Beiersdorf/Jobst Armsleeve with Silicone Band, Small Beige, 0.16 Pound	MCJOB13349NA01-dt	B0012Y0ICS	New	unassigned	61.94	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	2	11/16/2018
JOBST UltraSheer Knee High 15-20 mmHg Compression Stockings, Closed Toe, Medium, Natural	MCJOB19402NA01-FBA	B01C5P9M74	New	unassigned	38.32	227.01	7	17	0	17	0	0	0	0	Amazon	74		2	01/19/2019
Moisturizing Face Cream For Upper Lip Chin And Fac Nair 2 oz, Pack of 3	MCNAI10313NA03-dt	B004WLKZ80	New	unassigned	14.89	506.26	34	13	0	13	0	2	0	0	Amazon	11		14	11/17/2018
Burt's Bees Tinted Lip Balm Rose,0.15 oz	MCBUR94662NA01-dt	B004HR93EG	New	unassigned	6.23	392.4	63	124	0	124	0	1	0	0	Amazon	35		17	12/11/2018
Hot Focus Mermaid Secret Diary with Lock – 7” Journal Notebook with 300 Double Sided Lined Pages, Padlock and Two Keys for Kids	MCDIA39657NA01-FBA	B071R7G4GK	New	unassigned	15.27	173.5	10	34	0	31	3	0	0	0	Amazon	82		8	01/28/2019
Conair Bobby Pins Curved Black - 60 CT	MCCON56042NA01-FBA	B008EKLENU	New	unassigned	4.68	504.41	95	31	0	31	0	5	0	0	Amazon	12		41	11/18/2018
Conair Simulated Wood Thumb Grip Nylon Volume Comb Set	MCCON30125NA01-FBA	B001QX6LQM	New	unassigned	5.31	306.84	53	135	0	135	0	2	0	0	Amazon	121		15	03/07/2019
Capri Essentials Natural Hand Soap with Essential Oils – Sweet Basil, 16 oz.	MCCAP20225NA01-FBA	B01I4MVOJG	New	unassigned	9.97	40.24	4	29	0	29	0	0	0	0	Amazon	78		2	01/23/2019
Surya Brasil Henna Dark Brown Cream - 2.37 Ounce	MCSUR20244NA01-FBA	B0007DHMH4	New	unassigned	16.25	2032.37	113	0	0	0	0	6	0	25	Amazon	0	out_of_stock	98	11/16/2018
Capri Essentials 832054 16 oz Sweet Basil Dish Soap	MCCAP20546NA01-FBA	B01I4MVPAY	New	unassigned	9.46	76.56	8	9	0	9	0	0	0	0	Amazon	54		5	12/30/2018
Eucerin Intensive Repair Foot Creme 3 Oz (Pack of 2)	V1EUC63626NA02-FBA	B00JGQ8SEE	New	unassigned	11.25	371.25	33	0	0	0	0	2	0	0	Amazon	0	out_of_stock	21	11/16/2018
Fexofenadine Hydrochloride, Compared to Allegra, 180mg, 100 ct (Pack of 1)	V3FEX02011NA01	B01GIENERM	New	unassigned	22.37	0.0	0	112	0	112	0	0	0	0	Amazon	365+			
TUMS Antacid, Regular Strength Chewable Tablets, Mint 150 ea	STTUM47727NA01	B00HRGFMIA	New	unassigned	8.70	101.72	13	448	0	448	0	1	0	0	Amazon	365+			
Halls Drops, Menthol-Lyptus, 30-Count Drops (Pack of 1)	STHAL29363NA01	B000GCL8Y4	New	unassigned	4.86	425.26	119	123	0	123	0	3	0	0	Amazon	40		20	11/19/2018
Band-Aid Bandages Nickelodeon Paw Patrol Assorted Sizes - 20 ct, Pack of 2	V3JJ 65896NA02	B017QP0WQI	New	unassigned	9.11	0.0	0	46	0	46	0	2	0	0	Amazon	365+			
Gold Bond Ultimate Dark Spot Minimizing Body Cream, 2 oz (Pack of 2)	STGOL50804NA02	B017TH64UQ	New	unassigned	21.40	429.41	20	120	0	120	0	2	0	0	Amazon	234		8	04/20/2019
Everyone 3-in-1 Soap, Citrus and Mint, 32 Ounce	MCEVE21505NA01-FBA	B0063I3RTE	New	unassigned	11.99	35.97	3	51	0	51	0	0	0	0	Amazon	365+			
Burt's Bees Lip Shimmer, Watermelon (Pack of 4)	R2NAN37499NA04-FBA	B002DMK0IK	New	unassigned	17.52	652.08	37	22	0	3	19	2	2	0	Amazon	15		20	11/22/2018
Theraworx Relief Fast-Acting Foam for Leg Cramps, Foot Cramps and Muscle Soreness, 7.1oz	R4THE02372NA01-FBA	B06XD2YSX1	New	unassigned	19.89	15373.59	771	301	201	0	100	40	16	3	Amazon	25		153	12/02/2018
Gas-X Chewable Tablets-Cherry-48 ct.	V1GAS11748NA01	B001GKAPM6	New	unassigned	12.80	1143.56	95	295	288	7	0	10	0	0	Amazon	83	low_stock	29	11/16/2018
Zyrtec Children's 24 Allergy Syrup Grape - 4 oz, Pack of 3	MCSYR20904NA03-FBA	B06Y2PSX25	New	unassigned	41.62	1320.92	32	95	0	95	0	0	1	0	Amazon	96		9	02/11/2019
Burt's Bees Beeswax Lip Balm Tin, 8.5 grams (Pack of 6)	MCBUR09995NA06-FBA	B001E6SCP4	New	unassigned	16.63	887.33	52	19	5	1	13	2	1	0	Amazon	7	low_stock	39	11/16/2018
DenTek Fresh Clean Floss Picks | Silky Comfort Floss to Remove Plaque & Food | 75 Picks	MCFRE02575NA01-dt	B00PLUIR2C	New	unassigned	9.48	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
FLA 3D Adjustable Right Thumb Brace, Small	MCFLA04424NA01-FBA	B01BOTTFRE	New	unassigned	44.19	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Germ-X Hand Sanitizer, Aloe, Pump Bottle, 8 Fluid Ounce	MCGER87385NA01-FBA	B0031LOAOC	New	unassigned	9.39	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Thermalon Dry Eye Compress	STTHE43427NA01	B004385RPS	New	unassigned	12.60	0.0	0	0	0	0	0	9	0	0	Amazon	0	out_of_stock	0	
Dermarest Psoriasis Medicated Shampoo plus Conditioner | 8-Ounces | 1-Unit	MCPSO30208NA01-FBA	B000GCV3U8	New	unassigned	10.20	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	3	11/16/2018
Sebamed Liquid Face and Body Wash, for Sensitive Skin 33.8-Fluid Ounces Bottle	STSEB01925NA01	B00381A7OW	New	unassigned	38.78	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	0	
Theraflu Multi Symptom Severe Cold w/Lipton-Honey Lemon, 6 ct	STTHE26068NA01	B00MH4VBQY	New	unassigned	10.52	0.0	0	24	24	0	0	0	0	0	Amazon				
Earth Rated Poop Bags, Dog Waste Bags with Easy Tie Handles, Lavender-scented, Completely Leak-Proof, Fits Standard Sized Cat Litter Scoops, 7 x 13.5 Inches, Easy Dispensing Pouches, 120 Bags	MCBAG00055NA01-FBA	B006V3OB64	New	unassigned	9.87	0.0	0	240	240	0	0	0	0	0	Amazon				
Plackers Back Teeth Micro Mint Dental Floss Picks (Pack of 2)	MCPLA94516NA02-FBA	B07HT3PY3R	New	unassigned	9.94	0.0	0	36	36	0	0	0	0	0	Amazon				
Boiron - Phytolacca decandra - 30C (80 Pellets)	MCPHY73135NA01-FBA	B00028O0CE	New	unassigned	9.92	0.0	0	24	24	0	0	0	0	0	Amazon				
Boiron Arnica Montana 1M (80 Pellet)	MCARN75233NA01-FBA	B00014DUI4	New	unassigned	11.59	0.0	0	48	48	0	0	0	0	0	Amazon				
BOIRON USA - Hekla Lava 30c [Health and Beauty]	MCHEK56134NA01-FBA	B0006PKN42	New	unassigned	9.92	0.0	0	48	48	0	0	0	0	0	Amazon				
Sulfur8 Medicated Shampoo 7.50 oz (Pack of 8)	MCSUL39106NA08-FBA	B01IADWL2S	New	unassigned	70.47	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Monistat Instant Itch Relief Cream Complete Care - 1 Ounce Tube	MCCOM47007NA01-dt	B00COJ1Y5K	New	unassigned	12.96	0.0	0	96	96	0	0	0	0	0	Amazon	365+			
Nair Hair Remover Glides Away Nourish With Argan Oil 3.3 Ounce (97ml)	MCNAI98921NA01-dt	B00TRFDW6S	New	unassigned	8.70	156.6	18	37	0	37	0	0	0	0	Amazon	55		8	12/30/2018
Dr Teal's Pink Himalayan Sea Salt Scrub 16oz, pack of 1	STDR 15888NA01	B07BCSK7SS	New	unassigned	12.41	59.21	5	0	0	0	0	0	0	0	Amazon	0	out_of_stock	3	11/16/2018
FLA 3D Adjustable Right Thumb Brace, Medium	MCTHU04448NA01-FBA	B01BOTTFSS	New	unassigned	43.54	43.59	1	20	0	20	0	0	0	0	Amazon	11		21	11/16/2018
Surya Brasil Products Henna Cream, Black, 2.37 Fluid Ounce	MCHEN20312NA01-FBA	B0085XN1Q4	New	unassigned	14.24	2865.9	192	0	0	0	0	0	0	0	Amazon	0	out_of_stock	63	11/16/2018
Maui Babe After Browning Tanning Lotion 8 Ounces	MCMAU00128NA01-FBA	B000OFAASI	New	unassigned	12.99	80.61	6	339	0	339	0	0	0	0	Amazon	365+			
Zhena's Gypsy Tea, Coconut Chai, 22 Count  Black Tea Sachets	STZHE00349NA01	B0010BM8P8	New	unassigned	9.52	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	0	
Neutrogena Skin Exfoliating and Firming At-Home Microdermabrasion System, Facial Puff Refills, 24 count	MCNAN05524NA01-dt	B004Z67NSM	New	unassigned	15.49	0.0	0	42	0	42	0	0	0	0	Amazon	365+			
PanOxyl - 4 acne cream wash 4% Benzoyl Peroxide 6 Oz	V1PAN09870NA01	B008TY9BOK	New	unassigned	10.55	42.24	4	633	234	399	0	0	0	0	Amazon	365+			
Norforms Suppositories Tropical Splash 12 Count	STNOR01280NA01-dt	B00288DUSQ	New	unassigned	7.94	19.8	3	15	0	15	0	0	0	0	Amazon	104		0	
Adventure Medical Kits Tick Nipper	R3TIC00010NA01	B004HL2KAQ	New	unassigned	6.99	29.16	4	98	0	98	0	0	0	0	Amazon	79		6	12/26/2018
DenTek Deep Clean Bristle Picks Dual Ended, Mint 260 ea (Pack of 3)	MCDEE01844NA03-dt	B00GMP083Q	New	unassigned	11.06	110.13	10	84	84	0	0	0	0	0	Amazon	214		5	03/08/2019
Earth Rated Poop Bags, Dog Waste Bags Single Roll, Lavender-Scented, Completely Leak-Proof, Tissue Style Dispensing, Perfect for Pantries, 8 x 13 Inches, 300 Bags	MCBAG00079NA01-FBA	B007D17A52	New	unassigned	11.99	0.0	0	240	0	0	240	0	0	0	Amazon				
Dristan Cold Tablets Multi-Symptom 20 Tablets	STDRI38211NA01	B000GCJQ5M	New	unassigned	9.79	685.82	94	0	0	0	0	0	0	0	Amazon	0	out_of_stock	12	11/16/2018
TUMS EX ASSORTED BERRIES 8 Count - 12 Rolls	MCEX 88084NA12-dt	B005M2IETU	New	unassigned	9.09	510.14	52	29	0	29	0	1	0	0	Amazon	20		14	11/26/2018
Zilactin Cold Sore Gel, Medicated Gel 0.25 oz	V1ZIL46802NA01	B0018DE7VQ	New	unassigned	9.99	159.8	16	300	44	256	0	0	2	0	Amazon	81		12	12/29/2018
Frogg Toggs Pro Action Rain Jacket, Realtree Max5, Size Large	MCFRO61471NA01-FBA	B01MSM5OBB	New	unassigned	38.00	0.0	0	24	0	14	10	0	0	0	Amazon	365+			
Capri Essentials 832068 White Lavender All Purpose Cleaner	MCCAP20683NA01-FBA	B01I4MVLO4	New	unassigned	10.30	20.7	2	34	0	34	0	0	0	0	Amazon	365+			
Coleman Color Changing LED Citronella Outdoor Scented Candle	368093077102	B01C2V7UWA	New	unassigned	11.40	219.95	19	124	0	124	0	0	1	1	Amazon	90		5	01/07/2019
JOBST Sport Knee High 20-30 mmHg Compression Socks, Black/Grey, Medium	MCJOB13189NA01-FBA	B072NHSL1V	New	unassigned	65.92	1049.28	16	8	0	8	0	0	0	0	Amazon	19		8	11/25/2018
Children’s Benadryl Allergy Liquid with Diphenhydramine HCl in Kid-Friendly Cherry Flavor, 4 fl. oz	STBEN34045NA01	B000GCL6YQ	New	unassigned	9.99	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	0	
MEA06326 - Mead Five Star Notebook	MCFIV63261NA01-FBA	B00THPYMDU	New	unassigned	18.85	0.0	0	24	0	23	1	0	0	0	Amazon	365+			
JOBST Relief 20-30 mmHg Compression Socks, Thigh High with Silicone Band, Open Toe, Beige, Petite X-Large	MCREL17071NA01-FBA	B014F7Q0SO	New	unassigned	49.95	149.85	3	19	0	19	0	0	0	1	Amazon	241		0	
Powerstep Pinnacle Full Length Orthopedic Foot Insoles Support, 12 - 13.5 Men/ 14-15.5 Women	MCPOW01052NA01-FBA	B000KPIHQ4	New	unassigned	34.13	1604.21	59	1	0	0	1	0	0	0	Amazon	0	low_stock	20	11/16/2018
JOBST Relief 30-40 mmHg Compression Stockings, Thigh High with Silicone Band, Open Toe, Beige, Medium	MCREL42056NA01-FBA	B001O1MBQU	New	unassigned	52.10	156.6	3	21	0	19	2	0	0	0	Amazon	133		2	03/20/2019
Sulfur8 Medicated Anti-Dandruff Hair and Scalp Conditioner Original Formula, 7.25 oz (Pack of 2)	MCORI32107NA02-FBA	B01EYB61U8	New	unassigned	20.09	0.0	0	36	0	9	27	0	0	0	Amazon				
Frogg Toggs All Sport Suit, Mossy Oak Break Up Country, X-Large	MCFRO56156NA01-FBA	B015SWIKWE	New	unassigned	56.47	56.47	1	11	0	11	0	2	0	0	Amazon	365+			
Lubriderm Daily Moisture Lotion SPF 15 - 13.5 oz, Pack of 3	MCOTI83156NA03-FBA	B078YFY4SB	New	unassigned	29.64	59.28	2	36	0	36	0	0	0	0	Amazon	249		3	07/14/2019
TUMS Smoothies Berry Fusion Extra Strength Antacid Chewable Tablets for Heartburn Relief, 140 Tablets	MCBER50282NA01-dt	B00399H31S	New	unassigned	12.73	4460.72	350	745	0	474	271	18	2	24	Amazon	52		105	12/29/2018
Clean & Clear Morning Burst Facial Cleanser For Skin Care Routines, 8 Fl. Oz. (Pack of 3)	MCCLE01617NA03-FBA	B001E96LT0	New	unassigned	23.99	183.03	7	16	0	16	0	0	0	0	Amazon	82		2	01/28/2019
Xyzal Children's 24 Hour Allergy Relief Tutti Frutti Liquid Syrup - 5 oz, Pack of 3	STXYZ53011NA03	B074KMG9WS	New	unassigned	38.66	1506.43	38	89	0	86	3	2	4	0	Amazon	91		9	11/28/2018
Benefiber SF Powder Diet Supplements, 152 Gram	MCSUG13802NA01-dt	B00CX3ASFO	New	unassigned	13.82	726.5	54	50	48	2	0	1	1	0	Amazon	21		17	11/28/2018
Burt's Bees Lip Balm Tin, Beeswax, 0.3 oz, 2 pack	MCBUR43999NA02-dt	B00J7G1WA0	New	unassigned	7.43	0.0	0	45	0	45	0	10	1	0	Amazon	365+			
Arm & Hammer Essentials Deodorant, Fresh, 2.5 oz. (Pack of 2)	MCESS97935NA02-dt	B00DWGB1UM	New	unassigned	8.47	24.6	3	31	0	30	1	2	4	0	Amazon	141		2	03/28/2019
Earth Rated 120-Count Dog Waste Bags, Unscented Poop Bags with Easy-tie Handles (not on rolls)	MCBAG00345NA01-FBA	B00LWFFA4S	New	unassigned	9.62	0.0	0	240	80	160	0	0	0	0	Amazon				
Polident 3-minute for cleaner,fresher and brighter denture 40-ea	MC3MI53064NA01-dt	B000GGKPXA	New	unassigned	6.40	780.8	122	162	0	162	0	10	0	0	Amazon	29		54	12/06/2018
Burt's Bees Lemon Butter Cuticle Creme - 0.6 oz - 2 pk	MCBUR71995NA02-dt	B00JGQSL3C	New	unassigned	11.64	0.0	0	72	0	72	0	13	1	0	Amazon	365+			
Scunci No Slip Crown Clip For Thick Hair Colors May Vary (Pack of 3)	MCSCU78360NA03-FBA	B00BLPXAO6	New	unassigned	10.15	1142.31	117	1	0	1	0	6	0	0	Amazon	0	low_stock	48	11/16/2018
Burt's Bees 100% Natural Tinted Lip Balm, Red Dahlia with Shea Butter & Botanical Waxes – 1 Tube	MCBUR94648NA01-dt	B004HR93DW	New	unassigned	6.61	735.8	111	208	0	208	0	9	4	0	Amazon	90		20	02/05/2019
Sulfur8 Loc Twist and Braid Oil, 4 Ounce	MCLOC60100NA01-FBA	B002YURNFY	New	unassigned	10.14	0.0	0	36	0	18	18	0	0	0	Amazon				
Shea Moisture Soap 8 Ounce Bar Coconut & Hibiscus Shea Butter (235ml) (2 Pack)	MCSHE32032NA02-FBA	B01CTBOIPK	New	unassigned	17.99	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Ezo Denture Cushions Upper Heavy 12 Each	MCUPP86986NA01-dt	B000HM737Y	New	unassigned	7.86	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Phillips' Concentrated Milk of Magnesia Saline Laxative, Fresh Strawberry 8 oz	STPHI60949NA01	B00V85GXHA	New	unassigned	16.38	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock		
Shea Moisture Manuka Honey & Mafura Oil Twist-defining Custard Moisturizer for Unisex, 12 Ounce	MCSHE31301NA01-FBA	B01NBKK5A9	New	unassigned	15.99	0.0	0	0	0	0	0	0	0	0	Amazon	0	out_of_stock	0	
Summers Eve Sheer Floral Cleansing Cloths, Individually Wrapped, 16-Count (2-Pack)	MCSHE01136NA02-FBA	B00841GDTE	New	unassigned	10.10	0.0	0	19	0	19	0	0	0	0	Amazon	365+			
Aveeno Soothing Bath Treatment For Itchy, Irritated Skin, 8 Count	8137003640	B005IHEI58	New	unassigned	11.20	11.2	1	33	0	33	0	1	0	0	Amazon	365+			
Aveeno Gentle Cleansing Moisturizing Bar, 3.5 oz.	MCFRA36234NA01-dt	B005IHTJM0	New	unassigned	5.19	0.0	0	50	0	50	0	0	0	0	Amazon	365+			
ROYAL CROWN For Men Pomade An Exclusive Formula 5oz/142g	MCMEN17106NA01-FBA	B001JTEKSO	New	unassigned	9.49	0.0	0	24	24	0	0	0	0	0	Amazon				
BLACK and WHITE BLEACH CREAM 3/4oz	MCCRE42101NA01-FBA	B000HRZLQE	New	unassigned	8.69	0.0	0	480	480	0	0	0	0	0	Amazon				
Plackers Twin-Line Dental Floss Picks, 75 Count	MCPLA96510NA01-FBA	B003N2DXPG	New	unassigned	7.03	0.0	0	72	72	0	0	0	0	0	Amazon				
Johnsons Baby Head-To-Toe Cleansing Cloths (3 Pack)	MCHEA68699NA03	B01M09YJID	New	unassigned	26.79	0.0	0	98	1	93	4	0	0	0	Amazon	365+			
Burt's Bees Foot Creme, Peppermint, 3.38 oz, 2 pk	MCBUR65994NA02-dt	B00JGQ8U5G	New	unassigned	16.39	16.5	1	81	0	81	0	0	0	0	Amazon	365+			
Boiron - Belladonna 6 C - 80 Pellets	MCBEL08085NA01-FBA	B004LFHUJE	New	unassigned	9.92	0.0	0	24	24	0	0	0	0	0	Amazon				
Boiron Calcarea Carbonica 200CK, Homeopathic Medicine for Cradle Cap, 80 Count	MCCAL48319NA01-FBA	B0006NXG7U	New	unassigned	11.59	0.0	0	48	48	0	0	0	0	0	Amazon				
JOBST soSoft 20-30 mmHg Knee High Compression Socks, Ribbed Pattern, Black, Small	MCJOB07843NA01-FBA	B01C5PCGJA	New	unassigned	65.92	63.53	1	57	0	57	0	0	0	0	Amazon	289		2	08/21/2019
Conair 14493z 3 Piece Pro Styling Hair Lift Combs, 3.2 Ounce	MCCON44935NA01-FBA	B001BRL6PE	New	unassigned	4.52	434.18	96	0	0	0	0	0	0	0	Amazon	0	out_of_stock	39	11/16/2018
Sundown Naturals Triple Omega 3-6-9, 200 Softgels	3076864427	B000PT5DZ8	New	unassigned	27.85	55.7	2	73	0	73	0	0	0	0	Amazon	365+			
Murine Tears Lubricant Eye Drops for Dry Eyes, Original, 0.5 oz (15 ml)	MC TE57455NA01-dt	B000HM4KQG	New	unassigned	6.05	405.96	96	143	0	143	0	0	0	0	Amazon	69	low_stock	27	11/16/2018
Salonpas Pain Relieving Large Patches 5.67"x 3.62" 6 Ea (Pack of 3)	V4SAL21006NA03-FBA	B01ITWSPQQ	New	unassigned	18.95	265.3	14	0	0	0	0	0	0	0	Amazon	0	out_of_stock	5	11/16/2018
JOBST UltraSheer Waist High 15-20 mmHg Compression Stockings Pantyhose, Closed Toe, Medium, Natural	MCJOB93546NA01-FBA	B000ICV07M	New	unassigned	63.92	1174.98	23	0	0	0	0	0	0	0	Amazon	0	out_of_stock	3	11/16/2018
Mack's Slim Fit Soft Foam Earplugs 5 Pairs	MCSLI09157NA01-FBA	B0029ETBX2	New	unassigned	5.11	10.26	2	135	0	135	0	0	0	0	Amazon	365+			
Conair Velvet Touch Vent Brush, 1 Count assorted colors	MCCON72008NA01-FBA	B00DE82K58	New	unassigned	6.67	0.0	0	44	0	44	0	1	0	0	Amazon	365+			
LUDEN'S Throat Drops, Watermelon, 25 Count	MCSOR15299NA01-dt	B079MWDFQD	New	unassigned	4.89	14.67	3	75	0	75	0	1	0	0	Amazon	246		3	04/10/2019
Good Sense Maximum Strength Antacid 12 oz (Pack of 3)	MCGS 40401NA03-FBA	B01IAIQD72	New	unassigned	17.79	0.0	0	13	0	11	2	1	0	0	Amazon	365+			
Cambro (SFC2452) Lid for 2 & 4 qt Camsquares	MCIDS40538NA01-FBA	B0001MRV9K	New	unassigned	5.00	35.0	7	24	0	24	0	2	0	0	Amazon	43		3	12/19/2018
Goodnites Underwear for Girls Jumbo Pack, Small/Medium, 14 ct	STGOO13144NA01	B00IKGBTW4	New	unassigned	19.03	0.0	0	21	0	0	21	0	0	0	Amazon				
Capri Essentials Natural Hand Soap with Essential Oils – White Lavender, 16 oz.	MCCAP20010NA01-FBA	B01I4MVOPK	New	unassigned	10.18	61.21	6	28	0	28	0	0	0	0	Amazon	26		11	12/02/2018
Ezy Dose Weekly Push Button Medtime Planner (3XL)	MCEZY75862NA01-FBA	B00XWWSUNM	New	unassigned	18.00	365.56	16	81	0	56	25	1	0	2	Amazon	182		5	05/07/2019
EO Hand Cleansing Natural Fiber Wipes, Lavender, 210 Wipes	MCEVE20379NA01-FBA	B000TTNBKS	New	unassigned	20.18	948.46	47	0	0	0	0	0	12	0	Amazon	0	out_of_stock	48	11/16/2018
DenTek Sensitive Extra Gentle Floss Picks, Smooth Mint 90 ea(Pack of 3)	MCSEN03770NA03-FBA	B00XWCY266	New	unassigned	11.86	118.6	10	11	0	11	0	0	0	0	Amazon	25		8	12/01/2018
